M1,M2,M5,M6,M7,M8,M9,M10,M13,M14,M15,M16,M17,M18,M21,M22,M23,M24,M25,M26,M29,M30,M31,M32,M33,M34,M37,M38,M39,M40,M41,M42,M45,M46,M47,M48,M49,M50,M53,M54,M55,M56,M57,M58,M61,M62,M63,M64,M65,M66,M69,M70,M71,M72,M73,M74,M77,M78,M79,M80,M81,M82,M85,M86,M87,M88,M89,M90,M93,M94,M95,M96,M97,M98,M101,M102,M103,M104,M105,M106,M109,M110,M111,M112,M113,M114,M117,M118,M119,M120,M121,M122,M125,M126,M127,M128,M129,M130,M133,M134,M135,M136,M137,M138,M141,M142,M143,M144,M145,M146,M149,M150,M151,M152,M153,M154,M157,M158,M159,M160,M161,M162,M165,M166,M167,M168,M169,M170,M173,M174,M175,M176,P1,P2,P5,P6,P7,P8,P9,P10,P13,P14,P15,P16,P17,P18,P21,P22,P23,P24,P25,P26,P29,P30,P31,P32,P33,P34,P37,P38,P39,P40,P41,P42,P45,P46,P47,P48,P49,P50,P53,P54,P55,P56,P57,P58,P61,P62,P63,P64,P65,P66,P69,P70,P71,P72,P73,P74,P77,P78,P79,P80,P81,P82,P85,P86,P87,P88,P89,P90,P93,P94,P95,P96,P97,P98,P101,P102,P103,P104,P105,P106,P109,P110,P111,P112,P113,P114,P117,P118,P119,P120,P121,P122,P125,P126,P127,P128,P129,P130,P133,P134,P135,P136,P137,P138,P141,P142,P143,P144,P145,P146,P149,P150,P151,P152,P153,P154,P157,P158,P159,P160,P161,P162,P165,P166,P167,P168,P169,P170,P173,P174,P175,P176,label
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03351236,0,0,0,0,0,0.033607699,0,0,0,0,0,0.068266672,0,0,0,0,0,0.107701799,0,0,0,0,0,0.133628633,0,0,0,0,0,0.143719544,0,0,0,0,0,0.015587123,0,0,0,0,0,0.052524816,0,0,0,0,0,0.049906318,0,0,0,0,0,0.058769933,0,0,0,0,0,0.018839869,0,0,0,0,0,0.061023324,0,0,0,0,0,0.007909759,0,0,0,0,0,0.033995534,0,0,0,0,0,0.10156253,0,0,0,0,0,0.089425958,0,0,0,0,0,0.051186096,0,0,0,0,0,0.030635662,0,0,0,0,0,0.210315272,0,0,0,0,0,0.256101243,0,0,0,0,0,0.417081023,0,0,0,0,0,0.310486326,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018587485,0,0,0,0,0,0.009832589,0,0,0,0,0,0.14019316,0,0,0,0,0,0.101507587,0,0,0,0,0,0.182875466,0,0,0,0,0,0.141613516,0,0,0,0,0,0.096973963,0,0,0,0,0,0.034927923,0,0,0,0,0,0.107141517,0,0,0,0,0,0.048458596,0,0,0,0,0,0.065438617,0,0,0,0,0,0.032897365,0,0,0,0,0,0.06185668,0,0,0,0,0,0.017994332,0,0,0,0,0,0.137603795,0,0,0,0,0,0.092654651,0,0,0,0,0,0.05101452,0,0,0,0,0,0.018074397,0,0,0,0,0,0.118601968,0,0,0,0,0,0.131228311,0,0,0,0,0,0.366373922,0,0,0,0,0,0.304398557,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034498655,0,0,0,0,0,0.06753642,0,0,0,0,0,0.232457867,0,0,0,0,0,0.389123327,0,0,0,0,0,0.410982081,0,0,0,0,0,0.004243697,0,0,0,0,0,0.179744404,0,0,0,0,0,0.116557109,0,0,0,0,0,0.284031042,0,0,0,0,0,0,0,0,0,0,0,0.164299927,0,0,0,0,0,0.003737655,0,0,0,0,0,0.139561696,0,0,0,0,0,0.168819608,0,0,0,0,0,0.407530705,0,0,0,0,0,0,0,0,0,0,0,0.089477347,0,0,0,0,0,0.131416446,0,0,0,0,0,0.180421538,0,0,0,0,0,0.619108778,0,0,0,0,0,0.531084495,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014160132,0,0,0,0,0,0.006759857,0,0,0,0,0,0.181771181,0,0,0,0,0,0.11244581,0,0,0,0,0,0.447990575,0,0,0,0,0,0.37017729,0,0,0,0,0,0.11217695,0,0,0,0,0,0.040832725,0,0,0,0,0,0.327786648,0,0,0,0,0,0.089620148,0,0,0,0,0,0.055702145,0,0,0,0,0,0.037223324,0,0,0,0,0,0.074202212,0,0,0,0,0,0.022194717,0,0,0,0,0,0.234952198,0,0,0,0,0,0.132351113,0,0,0,0,0,0.0546947,0,0,0,0,0,0.02868319,0,0,0,0,0,0.067554894,0,0,0,0,0,0.071675177,0,0,0,0,0,0.538538319,0,0,0,0,0,0.467870291,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041101503,0,0,0,0,0,0.047748422,0,0,0,0,0,0.069684069,0,0,0,0,0,0.11809781,0,0,0,0,0,0.220863534,0,0,0,0,0,0.310076564,0,0,0,0,0,0.01686977,0,0,0,0,0,0.050485036,0,0,0,0,0,0.080864021,0,0,0,0,0,0.076130464,0,0,0,0,0,0.018666733,0,0,0,0,0,0.07477708,0,0,0,0,0,0.011929767,0,0,0,0,0,0.04601828,0,0,0,0,0,0.131119394,0,0,0,0,0,0.207524225,0,0,0,0,0,0.040842637,0,0,0,0,0,0.036130391,0,0,0,0,0,0.220164663,0,0,0,0,0,0.282731238,0,0,0,0,0,0.673533066,0,0,0,0,0,0.421576831,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010939474,0,0,0,0,0,0.012542337,0,0,0,0,0,0.045134009,0,0,0,0,0,0.054434733,0,0,0,0,0,0.331954639,0,0,0,0,0,0.317074217,0,0,0,0,0,0.009845927,0,0,0,0,0,0.021751176,0,0,0,0,0,0.136590953,0,0,0,0,0,0.095928976,0,0,0,0,0,0.017204361,0,0,0,0,0,0.021734165,0,0,0,0,0,0.01833835,0,0,0,0,0,0.01682476,0,0,0,0,0,0.177669932,0,0,0,0,0,0.16682157,0,0,0,0,0,0.016243518,0,0,0,0,0,0.014093314,0,0,0,0,0,0.054513446,0,0,0,0,0,0.076525698,0,0,0,0,0,0.522959764,0,0,0,0,0,0.387135772,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536988867,0,0,0,0,0,0.415580009,0,0,0,0,0,0.411942986,0,0,0,0,0,0.461240509,0,0,0,0,0,0.264656717,0,0,0,0,0,0.34567635,0,0,0,0,0,0.454305741,0,0,0,0,0,0.404096866,0,0,0,0,0,0.236295865,0,0,0,0,0,0.260101096,0,0,0,0,0,0.543494291,0,0,0,0,0,0.471961341,0,0,0,0,0,0.386781274,0,0,0,0,0,0.413237421,0,0,0,0,0,0.339599822,0,0,0,0,0,0.323722404,0,0,0,0,0,0.5351049,0,0,0,0,0,0.448248372,0,0,0,0,0,0.368832921,0,0,0,0,0,0.471192557,0,0,0,0,0,0.259917185,0,0,0,0,0,0.20237009,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600739246,0,0,0,0,0,0.483882612,0,0,0,0,0,0.517659532,0,0,0,0,0,0.469106998,0,0,0,0,0,0.407797559,0,0,0,0,0,0.311913264,0,0,0,0,0,0.578480458,0,0,0,0,0,0.512422674,0,0,0,0,0,0.217560034,0,0,0,0,0,0.119441926,0,0,0,0,0,0.692997078,0,0,0,0,0,0.500147455,0,0,0,0,0,0.609032834,0,0,0,0,0,0.445481881,0,0,0,0,0,0.384581027,0,0,0,0,0,0.366198415,0,0,0,0,0,0.639357579,0,0,0,0,0,0.468010491,0,0,0,0,0,0.473689545,0,0,0,0,0,0.49261075,0,0,0,0,0,0.353058279,0,0,0,0,0,0.314960622,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548638315,0,0,0,0,0,0.482816661,0,0,0,0,0,0.463174797,0,0,0,0,0,0.480058591,0,0,0,0,0,0.258325493,0,0,0,0,0,0.296828384,0,0,0,0,0,0.605955484,0,0,0,0,0,0.460331813,0,0,0,0,0,0.250527614,0,0,0,0,0,0.223902114,0,0,0,0,0,0.694669732,0,0,0,0,0,0.519578117,0,0,0,0,0,0.578865819,0,0,0,0,0,0.462921189,0,0,0,0,0,0.458609286,0,0,0,0,0,0.27915667,0,0,0,0,0,0.729801473,0,0,0,0,0,0.505607109,0,0,0,0,0,0.409960572,0,0,0,0,0,0.484202012,0,0,0,0,0,0.479425121,0,0,0,0,0,0.320292912,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.874250327,0,0,0,0,0,0.799575731,0,0,0,0,0,0.6553934,0,0,0,0,0,0.664462445,0,0,0,0,0,0.461933681,0,0,0,0,0,0.468420934,0,0,0,0,0,0.701036288,0,0,0,0,0,0.705340399,0,0,0,0,0,0.306907595,0,0,0,0,0,0.297274665,0,0,0,0,0,0.814071614,0,0,0,0,0,0.859370387,0,0,0,0,0,0.613814512,0,0,0,0,0,0.750011235,0,0,0,0,0,0.34468026,0,0,0,0,0,0.643138504,0,0,0,0,0,0.794049096,0,0,0,0,0,0.705529367,0,0,0,0,0,0.670421891,0,0,0,0,0,0.765726544,0,0,0,0,0,0.313891529,0,0,0,0,0,0.48235133,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.844367467,0,0,0,0,0,0.769133587,0,0,0,0,0,0.865933708,0,0,0,0,0,0.765899402,0,0,0,0,0,0.63516999,0,0,0,0,0,0.519820887,0,0,0,0,0,0.704439385,0,0,0,0,0,0.774670922,0,0,0,0,0,0.770301391,0,0,0,0,0,0.197108146,0,0,0,0,0,0.970409642,0,0,0,0,0,0.769159226,0,0,0,0,0,0.738205363,0,0,0,0,0,0.700465993,0,0,0,0,0,0.476154197,0,0,0,0,0,0.603532612,0,0,0,0,0,0.906260564,0,0,0,0,0,0.790176623,0,0,0,0,0,0.728583511,0,0,0,0,0,0.73577301,0,0,0,0,0,0.606417342,0,0,0,0,0,0.522260189,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332782854,0,0,0,0,0,0.28984442,0,0,0,0,0,0.153296802,0,0,0,0,0,0.183510186,0,0,0,0,0,0.126774252,0,0,0,0,0,0.132832315,0,0,0,0,0,0.079368587,0,0,0,0,0,0.091422985,0,0,0,0,0,0.078703281,0,0,0,0,0,0.080477518,0,0,0,0,0,0.068203567,0,0,0,0,0,0.053986026,0,0,0,0,0,0.052803531,0,0,0,0,0,0.062394749,0,0,0,0,0,0.085371107,0,0,0,0,0,0.109311179,0,0,0,0,0,0.260463926,0,0,0,0,0,0.221562646,0,0,0,0,0,0.35226315,0,0,0,0,0,0.412849338,0,0,0,0,0,0.142173599,0,0,0,0,0,0.113770058,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764861407,0,0,0,0,0,0.621535957,0,0,0,0,0,0.372889961,0,0,0,0,0,0.47971009,0,0,0,0,0,0.132571638,0,0,0,0,0,0.177047228,0,0,0,0,0,0.40861109,0,0,0,0,0,0.349303208,0,0,0,0,0,0.096997491,0,0,0,0,0,0.083078934,0,0,0,0,0,0.649411888,0,0,0,0,0,0.479274738,0,0,0,0,0,0.18071392,0,0,0,0,0,0.120146201,0,0,0,0,0,0.061560437,0,0,0,0,0,0.086936521,0,0,0,0,0,0.569605947,0,0,0,0,0,0.475267072,0,0,0,0,0,0.523731433,0,0,0,0,0,0.79300087,0,0,0,0,0,0.369156215,0,0,0,0,0,0.241168597,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672802852,0,0,0,0,0,0.587775608,0,0,0,0,0,0.520196599,0,0,0,0,0,0.512227571,0,0,0,0,0,0.337285306,0,0,0,0,0,0.348354041,0,0,0,0,0,0.597339997,0,0,0,0,0,0.471767434,0,0,0,0,0,0.326146301,0,0,0,0,0,0.222920041,0,0,0,0,0,0.792887202,0,0,0,0,0,0.528805887,0,0,0,0,0,0.633838143,0,0,0,0,0,0.392082589,0,0,0,0,0,0.402892107,0,0,0,0,0,0.205334824,0,0,0,0,0,0.71497494,0,0,0,0,0,0.472134305,0,0,0,0,0,0.51415666,0,0,0,0,0,0.630468898,0,0,0,0,0,0.410539068,0,0,0,0,0,0.307521208,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730077638,0,0,0,0,0,0.690299783,0,0,0,0,0,0.78024095,0,0,0,0,0,0.711240979,0,0,0,0,0,0.804040026,0,0,0,0,0,0.706611807,0,0,0,0,0,0.771200671,0,0,0,0,0,0.818654552,0,0,0,0,0,0.740807059,0,0,0,0,0,0.42688633,0,0,0,0,0,0.846447088,0,0,0,0,0,0.778261252,0,0,0,0,0,0.76763637,0,0,0,0,0,0.650374074,0,0,0,0,0,0.800560966,0,0,0,0,0,0.412966226,0,0,0,0,0,0.800008524,0,0,0,0,0,0.681511978,0,0,0,0,0,0.60509285,0,0,0,0,0,0.673709474,0,0,0,0,0,0.781063162,0,0,0,0,0,0.621739089,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.918571039,0,0,0,0,0,0.779668608,0,0,0,0,0,0.475483766,0,0,0,0,0,0.453782777,0,0,0,0,0,0.185189324,0,0,0,0,0,0.109978729,0,0,0,0,0,0.421630822,0,0,0,0,0,0.39247741,0,0,0,0,0,0.071313931,0,0,0,0,0,0.041504594,0,0,0,0,0,0.539635377,0,0,0,0,0,0.626583728,0,0,0,0,0,0.100914374,0,0,0,0,0,0.141490902,0,0,0,0,0,0.083533829,0,0,0,0,0,0.111211794,0,0,0,0,0,0.699182107,0,0,0,0,0,0.621362773,0,0,0,0,0,0.790316609,0,0,0,0,0,0.924417422,0,0,0,0,0,0.220559459,0,0,0,0,0,0.235726763,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.819639759,0,0,0,0,0,0.592599394,0,0,0,0,0,0.866050895,0,0,0,0,0,0.675295756,0,0,0,0,0,0.836561972,0,0,0,0,0,0.949447758,0,0,0,0,0,0.975402039,0,0,0,0,0,0.651134013,0,0,0,0,0,0.988703305,0,0,0,0,0,0.715543456,0,0,0,0,0,0.977843337,0,0,0,0,0,0.753225656,0,0,0,0,0,0.863496573,0,0,0,0,0,0.630889414,0,0,0,0,0,0.667200249,0,0,0,0,0,0.686548028,0,0,0,0,0,0.84251173,0,0,0,0,0,0.611291086,0,0,0,0,0,0.587425467,0,0,0,0,0,0.622877111,0,0,0,0,0,0.841958466,0,0,0,0,0,0.77510763,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.603595772,0,0,0,0,0,0.535447491,0,0,0,0,0,0.439637275,0,0,0,0,0,0.450391725,0,0,0,0,0,0.495256848,0,0,0,0,0,0.52522357,0,0,0,0,0,0.547423324,0,0,0,0,0,0.504352789,0,0,0,0,0,0.638189973,0,0,0,0,0,0.600807348,0,0,0,0,0,0.624327692,0,0,0,0,0,0.639404876,0,0,0,0,0,0.582591157,0,0,0,0,0,0.581047234,0,0,0,0,0,0.593909474,0,0,0,0,0,0.668832847,0,0,0,0,0,0.584738877,0,0,0,0,0,0.499315074,0,0,0,0,0,0.434188927,0,0,0,0,0,0.504743445,0,0,0,0,0,0.575089732,0,0,0,0,0,0.485464131,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.570768415,0,0,0,0,0,0.493896428,0,0,0,0,0,0.471520315,0,0,0,0,0,0.425934783,0,0,0,0,0,0.511626945,0,0,0,0,0,0.629457168,0,0,0,0,0,0.61616913,0,0,0,0,0,0.539363688,0,0,0,0,0,0.562977601,0,0,0,0,0,0.421528757,0,0,0,0,0,0.628527004,0,0,0,0,0,0.631883047,0,0,0,0,0,0.693173918,0,0,0,0,0,0.693285589,0,0,0,0,0,0.630547311,0,0,0,0,0,0.698345791,0,0,0,0,0,0.538208657,0,0,0,0,0,0.365435728,0,0,0,0,0,0.347648811,0,0,0,0,0,0.312266122,0,0,0,0,0,0.303535551,0,0,0,0,0,0.253921862,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694174354,0,0,0,0,0,0.542904234,0,0,0,0,0,0.5186473,0,0,0,0,0,0.489966156,0,0,0,0,0,0.459181708,0,0,0,0,0,0.378901001,0,0,0,0,0,0.644518352,0,0,0,0,0,0.548203216,0,0,0,0,0,0.506920687,0,0,0,0,0,0.250458941,0,0,0,0,0,0.705863853,0,0,0,0,0,0.606597459,0,0,0,0,0,0.599057412,0,0,0,0,0,0.531540701,0,0,0,0,0,0.361081211,0,0,0,0,0,0.506797149,0,0,0,0,0,0.661927726,0,0,0,0,0,0.588264434,0,0,0,0,0,0.4827721,0,0,0,0,0,0.596062243,0,0,0,0,0,0.392876118,0,0,0,0,0,0.391487022,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39563658,0,0,0,0,0,0.380677358,0,0,0,0,0,0.261575593,0,0,0,0,0,0.206042358,0,0,0,0,0,0.124217659,0,0,0,0,0,0.101791406,0,0,0,0,0,0.243617741,0,0,0,0,0,0.157959431,0,0,0,0,0,0.104292444,0,0,0,0,0,0.073301807,0,0,0,0,0,0.344667989,0,0,0,0,0,0.153216508,0,0,0,0,0,0.095609635,0,0,0,0,0,0.062656868,0,0,0,0,0,0.078761936,0,0,0,0,0,0.080262037,0,0,0,0,0,0.395846829,0,0,0,0,0,0.2463337,0,0,0,0,0,0.356327353,0,0,0,0,0,0.298476541,0,0,0,0,0,0.14268716,0,0,0,0,0,0.132459971,0,0,0,0,0,1
